Cement,Slag,Ash,Water,Plast,Coarse,Fine,Days,Mpa,WC,Predicted_Mpa
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11,0.62,33.45406610858732
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,0.93,38.52956484228298
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68,0.62,33.45406610858732
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,0.5,34.81357469797008
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99,0.62,33.45406610858732
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96,0.63,34.81357469797008
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.58,38.09905378897844
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,0.38,35.92384004596601
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34,1.22,37.079422346941364
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,0.36,40.25160905550115
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27,0.57,35.60662137511003
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13,0.58,30.961633694718913
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93,0.57,36.51296043469854
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,0.59,34.881550127439226
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.45,39.59451323729948
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,0.47,34.881550127439226
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,0.32,37.75917664163274
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8,0.56,37.19271472938993
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,0.41,44.10355005875232
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,0.63,33.227481343690194
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45,0.57,36.71688672310596
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,1.43,27.087034214978033
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.72,41.701751550842765
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73,1.33,33.74862630295359
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.45,39.59451323729948
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96,1.25,33.45406610858732
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,0.87,38.39361398334471
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61,1.23,37.532591876735616
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,0.68,34.881550127439226
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59,1.44,33.45406610858732
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,0.41,41.384532879986786
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,0.37,43.8996237703449
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27,0.69,25.29701457229072
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33,1.2,25.29701457229072
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,0.58,40.81807096774397
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48,1.06,36.9661299644928
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,0.45,40.70477858529541
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,0.63,33.227481343690194
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,0.96,33.45406610858732
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39,0.57,36.626252817147105
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,0.58,43.85430681736548
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,0.72,41.0446557326411
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,0.69,33.680650873484446
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.34,37.30600711183849
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,0.58,40.54616924986742
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5,0.37,43.559746622999214
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94,0.47,34.81357469797008
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.45,39.59451323729948
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57,0.81,33.45406610858732
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66,1.44,30.84834131227035
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73,0.75,37.532591876735616
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05,0.55,33.45406610858732
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,1.05,37.19271472938993
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,0.43,29.375540340439017
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,0.75,40.88604639721311
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58,0.49,33.45406610858732
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89,0.67,30.84834131227035
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87,0.7,29.375540340439017
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94,0.66,34.36040516817583
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8,0.36,42.6534075634107
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,0.81,30.84834131227035
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.58,40.54616924986742
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93,0.59,38.82412503664924
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,0.42,36.626252817147105
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,1.05,37.19271472938993
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72,0.58,30.961633694718913
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,1.02,30.281879400027528
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24,1.38,33.45406610858732
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54,0.78,35.04015946286721
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,0.4,38.892100466118386
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,0.37,43.559746622999214
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.36,42.177579557126734
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,0.36,40.25160905550115
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5,1.43,27.109692691467743
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52,0.6,25.29701457229072
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,1.01,36.19574176384256
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23,1.2,32.32114228410168
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45,1.05,38.892100466118386
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,1.05,37.19271472938993
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,0.99,39.843756478686316
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,0.85,32.117215995694266
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,0.59,34.881550127439226
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2,0.57,35.31206118074376
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,0.77,33.49938306156674
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,0.41,41.384532879986786
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54,1.39,27.109692691467743
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11,0.67,33.45406610858732
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.72,41.9283363157399
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,0.85,35.78788918702774
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,0.88,39.209319136974365
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1,0.57,36.626252817147105
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39,0.65,33.45406610858732
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,0.43,42.06428717467817
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23,1.17,36.51296043469854
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64,0.62,34.81357469797008
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44,1.43,31.641387989410298
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21,1.38,33.45406610858732
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99,1.37,31.18821845961604
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52,0.67,33.45406610858732
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79,1.11,30.84834131227035
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2,1.25,35.991815475435146
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,1.44,30.84834131227035
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.59,37.35132406481791
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29,1.33,36.17308328735285
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28,0.65,36.263717193311706
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,0.67,25.29701457229072
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61,0.32,37.75917664163274
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99,0.3,40.25160905550115
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89,0.3,40.25160905550115
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27,0.48,25.29701457229072
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365,41.05,0.48,25.29701457229072
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3,0.58,33.45406610858732
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03,0.6,25.29701457229072
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.7,0.48,25.29701457229072
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45,0.48,25.29701457229072
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,45.85,0.6,25.29701457229072
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29,0.48,25.29701457229072
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07,0.58,33.45406610858732
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,0.58,33.45406610858732
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01,0.48,25.29701457229072
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33,0.6,25.29701457229072
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,0.6,25.29701457229072
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91,0.6,25.29701457229072
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,0.55,33.45406610858732
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,0.6,25.29701457229072
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,0.48,25.29701457229072
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,0.48,25.29701457229072
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84,0.48,25.29701457229072
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24,0.55,33.45406610858732
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,0.55,33.45406610858732
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21,0.55,33.45406610858732
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52,0.6,25.29701457229072
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3,0.6,25.29701457229072
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15,0.48,25.29701457229072
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12,0.6,25.29701457229072
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,0.48,25.29701457229072
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6,0.48,25.29701457229072
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26,0.6,25.29701457229072
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,0.6,25.29701457229072
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,0.58,33.45406610858732
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,0.48,25.29701457229072
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69,0.6,25.29701457229072
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41,0.48,25.29701457229072
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08,0.48,25.29701457229072
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72,0.48,25.29701457229072
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23,0.48,25.29701457229072
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25,0.48,25.29701457229072
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46,0.6,25.29701457229072
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,0.48,25.29701457229072
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0,0.48,25.29701457229072
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1,0.6,25.29701457229072
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54,0.48,25.29701457229072
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08,0.48,25.29701457229072
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05,0.55,33.45406610858732
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76,0.48,25.29701457229072
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26,0.48,25.29701457229072
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82,0.48,25.29701457229072
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78,0.48,25.29701457229072
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,0.6,25.29701457229072
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,0.48,25.29701457229072
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,0.6,25.29701457229072
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,0.55,33.45406610858732
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64,0.58,33.45406610858732
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,0.48,25.29701457229072
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13,0.58,33.45406610858732
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,0.6,25.29701457229072
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02,0.48,25.29701457229072
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,0.6,25.29701457229072
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,0.6,25.29701457229072
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87,0.62,33.45406610858732
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,0.6,25.29701457229072
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,0.6,25.29701457229072
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,0.6,25.29701457229072
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,0.55,33.45406610858732
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28,0.48,25.29701457229072
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,0.6,25.29701457229072
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,0.3,43.87696529385519
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,0.3,38.41627245983442
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,0.3,37.19271472938993
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.29,42.177579557126734
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,0.28,42.6534075634107
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,0.27,48.27270973285947
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8,0.3,35.92384004596601
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.29,42.177579557126734
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1,0.33,41.18060659157937
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.29,42.177579557126734
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,0.29,41.679093074353055
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,0.3,43.559746622999214
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.3,39.59451323729948
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,0.3,35.31206118074376
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6,0.29,42.08694565116788
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.3,39.59451323729948
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,0.3,44.17152548822146
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.3,39.59451323729948
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,0.3,34.81357469797008
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,0.25,43.8996237703449
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.3,39.59451323729948
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,0.33,37.3286655883282
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,0.3,38.41627245983442
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,0.3,37.19271472938993
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.29,42.177579557126734
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,0.28,42.6534075634107
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,0.27,48.27270973285947
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,0.3,35.92384004596601
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.29,42.177579557126734
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,0.33,41.18060659157937
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.29,42.177579557126734
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,0.29,41.679093074353055
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,0.3,43.559746622999214
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.3,39.59451323729948
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8,0.3,35.31206118074376
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,0.29,42.08694565116788
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.3,39.59451323729948
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,0.3,44.17152548822146
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.3,39.59451323729948
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1,0.3,34.81357469797008
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,0.25,43.8996237703449
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,0.3,39.59451323729948
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1,0.33,37.3286655883282
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,0.3,38.41627245983442
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8,0.3,37.19271472938993
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.29,42.177579557126734
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8,0.28,42.6534075634107
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7,0.27,48.27270973285947
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,0.3,35.92384004596601
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.29,42.177579557126734
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,0.33,41.18060659157937
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.29,42.177579557126734
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,0.29,41.679093074353055
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5,0.3,43.559746622999214
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.3,39.59451323729948
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,0.3,35.31206118074376
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,0.29,42.08694565116788
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.3,39.59451323729948
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,0.3,44.17152548822146
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.3,39.59451323729948
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,0.3,34.81357469797008
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5,0.25,43.8996237703449
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.3,39.59451323729948
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9,0.33,37.3286655883282
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,0.3,38.41627245983442
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,0.3,37.19271472938993
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.29,42.177579557126734
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9,0.28,42.6534075634107
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,0.27,48.27270973285947
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,0.3,35.92384004596601
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.29,42.177579557126734
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2,0.33,41.18060659157937
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.29,42.177579557126734
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1,0.29,41.679093074353055
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7,0.3,43.559746622999214
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.3,39.59451323729948
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2,0.3,35.31206118074376
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9,0.29,42.08694565116788
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.3,39.59451323729948
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99,0.3,44.17152548822146
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.3,39.59451323729948
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7,0.3,34.81357469797008
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4,0.25,43.8996237703449
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,0.3,39.59451323729948
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89,0.33,37.3286655883282
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9,0.3,38.41627245983442
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,0.3,37.19271472938993
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.29,42.177579557126734
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,0.28,42.6534075634107
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,0.27,48.27270973285947
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,0.3,35.92384004596601
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.29,42.177579557126734
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,0.33,41.18060659157937
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.29,42.177579557126734
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,0.29,41.679093074353055
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,0.3,43.559746622999214
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.3,39.59451323729948
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5,0.29,42.08694565116788
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.3,39.59451323729948
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,0.3,44.17152548822146
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.3,39.59451323729948
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,0.3,34.81357469797008
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,0.25,43.8996237703449
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.3,39.59451323729948
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,0.33,37.3286655883282
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,0.59,34.06584497380956
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,0.59,34.06584497380956
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89,0.59,34.06584497380956
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45,0.59,34.06584497380956
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,0.59,34.06584497380956
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38,0.6,32.117215995694266
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,0.6,32.117215995694266
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,0.6,32.117215995694266
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,27.66,0.6,32.117215995694266
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,0.6,32.117215995694266
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,0.56,39.43590390187149
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99,0.56,39.43590390187149
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72,0.56,39.43590390187149
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,0.56,39.43590390187149
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,0.56,39.43590390187149
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04,0.51,40.22895057901144
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,21.06,0.51,40.22895057901144
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,0.51,40.22895057901144
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,0.51,40.22895057901144
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,0.51,40.22895057901144
